classify,tweetId,tweetUrl,text_cleaned,text_origin
fear,1231009501752560000,https://twitter.com/SamMarlow79/statuses/1231009501752561665,also insecurity fear principlesfirst folks denigrate anybody believe orangemanbad conservatism hypocrisy,@BamaStephen @EWErickson @HeathMayo Is it also insecurity and fear in the PrinciplesFirst folks when they denigrate anybody that doesn't believe in OrangeManBad conservatism? Or is it just hypocrisy?
fear,1231009466717360000,https://twitter.com/WalkerMaxfield/statuses/1231009466717364224,el-o-el asking sea honeybee cuz et hit close home used dreams regularly big wave earthquakes et en time full fear nowadays see worries 13 love auntie anne sun,@AnneP4NuEarth @EldaySahara El-o-El asking the other sea 🐝cuzz et hit close to home  I used to have dreams regularly about big wave and earthquakes. Et was en a time when I was full of fear  nowadays I see through and have no worries  13 love auntie Anne ☀️
fear,1231009437172810000,https://twitter.com/IBlame/statuses/1231009437172805633,suppose might everybody among awesome things realest hilarious depiction depression ever seen woman-coded characters get great story arcs bojack definitely get scot-fre,@karenmcgrane I suppose it might not be for everybody  but it is  among other awesome things  the realest and most hilarious depiction of depression I’ve ever seen. The woman-coded characters get great story arcs  and BoJack definitely doesn’t get off scot-free.
fear,1231009431279690000,https://twitter.com/IslandAesthie/statuses/1231009431279689728,gives goosebumps arowskincenter jack-o-lantern skull_and_crossbones face_screaming_in_fear ghost ogre halloween staten island new york,This gives me goosebumps too arrowskincenter . 🎃☠️😱👻👹 #halloween @ Staten Island  New York https://t.co/Fl9r8XDMQB
fear,1231009426238100000,https://twitter.com/jascarrr/statuses/1231009426238099458,remember day diagnosed depression anxiety bulimia doctor talk psychiatrist twice month talking made anxiety worse got prescribed antidepressants thought made feel better,I remember the day I was diagnosed with depression  anxiety and bulimia and the doctor had me talk to psychiatrist twice a month and then talking to her made my anxiety worse and got prescribed with antidepressants which I thought made me feel better but
fear,1231009425306960000,https://twitter.com/CzebotarJessie/statuses/1231009425306963973,shrink back keep eyes straight ahead upon lord proceed shoulder shoulder hold front line fierce audacity unmatched even walk thru valley shadow death fear evil,We do not shrink back We keep our eyes straight ahead upon the Lord We proceed shoulder to shoulder We hold up those on the front line with a fierce audacity that is unmatched Even if we walk thru the valley of the shadow of death  We will fear no evil!
fear,1231009422975090000,https://twitter.com/FancyBaeBae/statuses/1231009422975086594,talking mom depression fantasy super learning reality ibs blocked staircase washroom till gave word take online module course,talking to my mom about my depression:  fantasy: she is super into learning more  reality: she has ibs and I blocked off the staircase to the washroom till she gave her word to take an online module course
fear,1231009411906380000,https://twitter.com/Brittany8594/statuses/1231009411906383873,clinical depression seasonal depression premenstrual depression one weepy brittany,Clinical depression + seasonal depression + premenstrual depression = one weepy Brittany
fear,1231009411612770000,https://twitter.com/rise_alien/statuses/1231009411612774402,part would agree assessment sister law stepson religious zealots kind friend whole animal truthfully confounded say fear ill health dementia may point,@maravillage44 For the most part  I would agree with that assessment. My sister in law and stepson are the religious zealots kind.   But my friend is a whole other animal. Truthfully  I'm confounded. Those who say it's fear  ill health and dementia may be more on point.
fear,1231009411537090000,https://twitter.com/CzebotarJessie/statuses/1231009411537092610,time fear hiding trembling warriors day come raise voices heard unto farthest reaches earth ...,There is no time for fear No more hiding and trembling Warriors  our day has come Raise your voices until they are heard unto the farthest reaches of the earth...
