_id,classify,tweetId,timeTweet,tweetUrl,text_cleaned,text_origin
ObjectId("5e5072c7160e825aac3e29c4"),happy,1231009501215690757,Sat Feb 22 00:15:10 +0000 2020,https://twitter.com/loveliikeyou/statuses/1231009501215690757,going draw beautiful girl make happy make feel worse let find,i’m going to draw a beautiful girl   this’ll make me happy or make me feel worse   let’s find out
ObjectId("5e5072c7160e825aac3e29c5"),happy,1231009500959633409,Sat Feb 22 00:15:10 +0000 2020,https://twitter.com/HennessyMammas/statuses/1231009500959633409,idea going happen tomorow body know end matter happy,You Have No Idea What’s going to  Happen Tommorrow No Body Does. I Don’t Know Where I’ll End Up. It’s Doesn’t Matter . We’re Both Here  Now   Can’t We Just Be Happy That We Have That?
ObjectId("5e5072c7160e825aac3e29c6"),happy,1231009499806191616,Sat Feb 22 00:15:10 +0000 2020,https://twitter.com/DaM8OnN/statuses/1231009499806191616,feel bad podcast vogel said would back playoffs happy,@_SayHeyKid I just feel bad for him  after that podcast and what Vogel said that he’d be back by the playoffs I was so happy.
ObjectId("5e5072c7160e825aac3e29c7"),happy,1231009499353374722,Sat Feb 22 00:15:10 +0000 2020,https://twitter.com/HoneySubomi/statuses/1231009499353374722,happy birthday wish love hope everlasting joy happiness thank part family wizkidfc,Happy birthday @sakpo007  I wish you love  hope and everlasting joy and happiness. Thank you for being part of the family #wizkidfc https://t.co/545R2DT8LN
ObjectId("5e5072c7160e825aac3e29c8"),happy,1231009495612039170,Sat Feb 22 00:15:09 +0000 2020,https://twitter.com/iamcaitlinboon/statuses/1231009495612039170,one thing love warren calls dad daddy natural refreshing makes feel warm happy,One thing I love about Warren is that she calls her dad Daddy and it is just so natural and refreshing and makes me feel warm and happy
ObjectId("5e5072c7160e825aac3e29c9"),happy,1231009495310098438,Sat Feb 22 00:15:09 +0000 2020,https://twitter.com/DestinyChurchFW/statuses/1231009495310098438,happy friday annotate bible comment one biblestudy devotional destinychurchfw,Happy Friday! How do you annotate your Bible? Comment which one you are below. #biblestudy #devotional #destinychurchfw https://t.co/PefjbAwLe8
ObjectId("5e5072c7160e825aac3e29ca"),happy,1231009495112802304,Sat Feb 22 00:15:09 +0000 2020,https://twitter.com/soft_chanhee/statuses/1231009495112802304,happy birthday dork partying_face pleading_face theboyz hapykevinday kevin monscribles,HAPPY BIRTHDAY DORK 🥳🥺  #THEBOYZ #HAPPYKEVINDAY #KEVIN #MOONSCRIBBLES https://t.co/vsHZ7XeVbz
ObjectId("5e5072c7160e825aac3e29cb"),happy,1231009491648466944,Sat Feb 22 00:15:08 +0000 2020,https://twitter.com/princevellyvic/statuses/1231009491648466944,happy birthday onto greater heights money wins,Happy birthday @dunmolarhh  onto greater heights  more money  more wins https://t.co/WBV0mX2OUj
ObjectId("5e5072c7160e825aac3e29cc"),happy,1231009489102524416,Sat Feb 22 00:15:07 +0000 2020,https://twitter.com/babyTobabe7/statuses/1231009489102524416,got7 guys wish best come want happy life matters sparkles,GOT7 my guys I wish them the best to come I want they  be happy in their life  that’s all matters for me ✨
ObjectId("5e5072c7160e825aac3e29cd"),happy,1231009488091611136,Sat Feb 22 00:15:07 +0000 2020,https://twitter.com/Arashi_void/statuses/1231009488091611136,20 kb ram finished project still free ram embedded stuffs cool sometimes boring happy programming,20 KB of RAM Finished project  Still have some free RAM That's why embedded stuffs are so cool (but sometimes boring!) Happy programming https://t.co/PD4g5G3DPw
ObjectId("5e5072c7160e825aac3e29ce"),happy,1231009488049778689,Sat Feb 22 00:15:07 +0000 2020,https://twitter.com/NicoleAshleyK/statuses/1231009488049778689,also *stuning* dracula knew going know ever see live action kerigan die happy woman forever queen blades purple_heart,Also  @trutriciahelfer is *stunning* as Dracula. I knew she was going to own it. Now I know that if I ever see her as live action Kerrigan  I can die a happy woman. Forever the Queen of Blades💜
ObjectId("5e5072c7160e825aac3e29cf"),happy,1231009486233636866,Sat Feb 22 00:15:07 +0000 2020,https://twitter.com/dsembodiedvoice/statuses/1231009486233636866,thank vic happy friday well,@vicjimenez94 @cam_junge @MrReinvention23 @MsStarWarsGirl @OKatrinaFox @titMcGrit2 @ilovejohnkimble @sadsith_dani @TalkingSpidey @EARTH_96283 @talesof4seasons @MattGeekHD2UFan @fitnurse34 @amandagabr1elle @Harris94Vinnie @TheRealAshle @Alex_Killswitch @DSloss_Mama Thank you Vic! Happy Friday to you as well!
ObjectId("5e5072c7160e825aac3e29d0"),happy,1231009485898031105,Sat Feb 22 00:15:07 +0000 2020,https://twitter.com/tricampusgifted/statuses/1231009485898031105,happy jerry brown wish somehow could ...,@WTSeahawksPE I am so happy for you Jerry Brown!! I just wish somehow we could have had you but...
ObjectId("5e5072c7160e825aac3e29d1"),happy,1231009484883087361,Sat Feb 22 00:15:06 +0000 2020,https://twitter.com/Alyssa_C_05/statuses/1231009484883087361,super happy going concert kent,@theoneilovedjh @razzzyalex @RecessOfficial I'm super happy because I'm going to the concert at Kent!
ObjectId("5e5072c7160e825aac3e29d2"),happy,1231009483549224960,Sat Feb 22 00:15:06 +0000 2020,https://twitter.com/hcs0618ginny/statuses/1231009483549224960,well collected 40,0.0 far guess happy,@johxan @Trashnaldo Well  they've collected over $400 000.00 so far!  I guess THEY'RE happy now!!!!
ObjectId("5e5072c7160e825aac3e29d3"),happy,1231009483205357568,Sat Feb 22 00:15:06 +0000 2020,https://twitter.com/thisotter/statuses/1231009483205357568,4 x ot7 grining_face_with_smiling_eyes think uk thing purple_heart 7ishere map_of_the_soul_7,@BTS_HEARTistry @BTS_twt 4 x OT7 😄 I think it’s a UK thing 💜 #7ishere #MAP_OF_THE_SOUL_7 @BTS_twt
ObjectId("5e5072c7160e825aac3e29d4"),happy,1231009481716379648,Sat Feb 22 00:15:06 +0000 2020,https://twitter.com/phaynesharris/statuses/1231009481716379648,laughed hard today husband wanted know wth going woo much fun last days thanks so much face_blowing_a_kis face_blowing_a_kis face_blowing_a_kis,@patckat @AthanKatsos @phalarope @femme_phememe @Mackaveli8 @howcrazy @YMBBastepaway @IvanWhite17 @FMccaghr @Skeksis4 @waltsimsjr @bwinter33 @KimPB61 @cbigger70 @takemusu @bernie2020bitch @GailSte86467885 @stich71303 @sharbyify @MyNoSkips @OGNoFuxGiven @Coklan @BadriaJazairi @LurkerMy @brian_bmcgill @CanadianaCoder @momathena Laughed so hard today  my husband wanted to know wth was going on. Woo much fun the last few days. Thanks soo much 😘😘😘
ObjectId("5e5072c7160e825aac3e29d5"),happy,1231009479988133888,Sat Feb 22 00:15:05 +0000 2020,https://twitter.com/ad_almontes/statuses/1231009479988133888,roling_on_the_flor_laughing face_with_tears_of_joy roling_on_the_flor_laughing face_with_tears_of_joy roling_on_the_flor_laughing good evening friend osama ... funny gif roling_on_the_flor_laughing face_with_tears_of_joy roling_on_the_flor_laughing face_with_tears_of_joy roling_on_the_flor_laughing thumbs_up thumbs_up thumbs_up grining_face_with_big_eyes,@semsemafandy77 🤣😂🤣😂🤣 Good evening my friend Osama how are you?... Funny gif 🤣😂🤣😂🤣👍👍👍😃 https://t.co/SSGMVCsLmD
ObjectId("5e5072c7160e825aac3e29d6"),happy,1231009478184751105,Sat Feb 22 00:15:05 +0000 2020,https://twitter.com/KisaSan98/statuses/1231009478184751105,saw bakugou outfit first time knew seen outfit realize kilua best boy similar outfit hunter x hunter 201 know small `` detail '' made happy bakugoukatsuki kilua,When I saw Bakugou's outfit for the first time  I knew that I had seen this outfit before and then I realize that Killua (best boy) had very similar outfit in Hunter x Hunter 2011.  (I don't know why but this small "detail" made me happy)   #bakugoukatsuki #killua https://t.co/OPGv6FlPTW
ObjectId("5e5072c7160e825aac3e29d7"),happy,1231009477731606529,Sat Feb 22 00:15:05 +0000 2020,https://twitter.com/JKs_Eternity/statuses/1231009477731606529,way stop smiling gave idea gets explain shy happy eyes shining smile blinding 8am ready stream shit btson make happy pleading_face purple_heart btscomeback2020 btskineticfilmon btsarmy fire sign_of_the_horns,THE WAY HE CAN'T STOP SMILING BECAUSE HE GAVE THE IDEA AND HE GETS TO EXPLAIN IT AND HE'S SO SHY AND HAPPY HIS EYES ARE SHINING AND HIS SMILE IS BLINDING IT'S 8AM AND I'M READY TO STREAM THE SHIT OUT OF #btsON TO MAKE HIM HAPPY🥺💜 #BTSComeback2020 #BTSKineticFilmON #BTSARMY 🔥🤘 https://t.co/WZGJjgpnJb
ObjectId("5e5072c7160e825aac3e29d8"),happy,1231009477693857792,Sat Feb 22 00:15:05 +0000 2020,https://twitter.com/nikthepr0blem/statuses/1231009477693857792,someone literally came told pretty always thought happened would happy nothing fix mood cute,Someone literally just came up to me and told me I’m pretty and I always thought if this happened I’d be so happy but nothing can fix my mood. And he wasn’t cute.
ObjectId("5e5072c7160e825aac3e29d9"),happy,1231009476163129346,Sat Feb 22 00:15:04 +0000 2020,https://twitter.com/ButtRoaster/statuses/1231009476163129346,18 live uk able work college due severe depresion/anxiety also ocd 2 little brothers autism mum work one baby sit struggles everyday would make happy happy,@pulte I’m 18 and I live in the uk. not able to work or college due to having severe depression/anxiety  I also have OCD. My 2 little brothers have autism. My mum can’t work because she has no one to baby sit. She struggles everyday. It would make me so happy to have her happy.
ObjectId("5e5072c7160e825aac3e29da"),happy,1231009475768745984,Sat Feb 22 00:15:04 +0000 2020,https://twitter.com/JamPropertiesCA/statuses/1231009475768745984,townhouse near south coast plaza officially sold happy opportunity transform home grining_face,Our townhouse near South Coast Plaza is officially SOLD. We are happy to have had the opportunity to transform this home 😀 https://t.co/XpwfC5ydFP https://t.co/NLTVmMYNhM
ObjectId("5e5072c7160e825aac3e29db"),happy,1231009473294143489,Sat Feb 22 00:15:04 +0000 2020,https://twitter.com/95anasantos/statuses/1231009473294143489,first time parents watched kpop video together ... like ... dad watched liked loudly_crying_face loudly_crying_face happy weonwithbts,for the first time my parents watched a kpop video together with me ... like ... my dad just watched and he liked  ???? 😭😭 I’m so happy #WeONWithBTS
ObjectId("5e5072c7160e825aac3e29dc"),happy,1231009473017171968,Sat Feb 22 00:15:04 +0000 2020,https://twitter.com/moypalaboi/statuses/1231009473017171968,thank u baks smiling_face_with_heart-eyes kaniguan pa u hahahaha love u always face_blowing_a_kis sparkling_heart,thank u baks 😍 more kaniguan pa with u hahahaha love u always 😘💖 https://t.co/MLGjLHNyK0
ObjectId("5e5072c7160e825aac3e29dd"),happy,1231009471754907648,Sat Feb 22 00:15:03 +0000 2020,https://twitter.com/JMJ4USA/statuses/1231009471754907648,know late probably bed get going take place march 29th excited england oh mother heaven pray oh would thrilled happy england blue_heart folded_hands United_Kingdom Liberia,@corimmaculata I know it's late over there You're probably in bed but I can't get over What is going to take place there on March 29th I am so excited for England Oh if my mother were only here with me she's in heaven I pray but oh she would be so thrilled I'm so happy for England! 💙🙏🇬🇧🇱🇷
ObjectId("5e5072c7160e825aac3e29de"),happy,1231009471184416768,Sat Feb 22 00:15:03 +0000 2020,https://twitter.com/AdjNounGaming/statuses/1231009471184416768,finally finished control tonight last two missions extremely frustrating difficulty design really decreased overall positive feelings game happy finally finished look forward first batch dlc next month,Finally finished Control tonight! The last two missions were extremely frustrating  both in difficulty and design  and really decreased my overall positive feelings about the game. But I’m happy I finally finished it and look forward to the first batch of dlc next month!
ObjectId("5e5072c7160e825aac3e29df"),happy,1231009470769008640,Sat Feb 22 00:15:03 +0000 2020,https://twitter.com/kenner3616/statuses/1231009470769008640,happy sanders nominee unable flip senate seats maine arizona north carolina,@jonfavs And we’ll be happy with Sanders as the nominee when we’re unable to flip the Senate seats in Maine  Arizona and North Carolina!
ObjectId("5e5072c7160e825aac3e29e0"),happy,1231009470643392512,Sat Feb 22 00:15:03 +0000 2020,https://twitter.com/sxcxxd/statuses/1231009470643392512,get brother successfully reduce volume laugh happy girl slightly_smiling_face,If I can get my brother to successfully reduce the volume of his laugh I’ll be a happy girl 🙂
ObjectId("5e5072c7160e825aac3e29e1"),happy,1231009469536055301,Sat Feb 22 00:15:03 +0000 2020,https://twitter.com/gowithkel/statuses/1231009469536055301,happy friday,Happy Friday @Freaks_HHN @nickynewengland @stephenp117 @orlandoworlds @ohbother02 @poowpodcast @DayzPark @Unserproductio2 @PepperTreeVilla @SalemVamystic @razabattang @TonysaurusReks @MantrippRuth @TravelingShinto @ShoesSharon @Snowman01993065 @theduphilycrew @VloggerTom95
ObjectId("5e5072c7160e825aac3e29e2"),happy,1231009469435437056,Sat Feb 22 00:15:03 +0000 2020,https://twitter.com/IslandAesthie/statuses/1231009469435437056,happy halloween else loves candy especially today days woman_raising_hand_medium-light_skin_tone lollipop candy chocolate_bar doughnut soft_ice_cream sorry burst everyone bubble sugar swipe read sugar affect skin face_screaming_in_fear post inspired by…,Happy Halloween! Who else loves candy?! Especially today of all days?! 🙋🏼‍♀️🍭🍬🍫🍩🍦. . . Sorry to burst everyone’s bubble about sugar  but swipe to read how sugar can affect your skin! 😱. . . Post was inspired by… https://t.co/Ad9xrnv4j2
ObjectId("5e5072c7160e825aac3e29e3"),happy,1231009469015973889,Sat Feb 22 00:15:03 +0000 2020,https://twitter.com/darkskinglory/statuses/1231009469015973889,kid happy see tidies favorite part every movie tidy part,@chuuzus @_skvnny As a kid I was happy to see them tiddies and my favorite part of every movie is the tiddy part.
ObjectId("5e5072c7160e825aac3e29e4"),happy,1231009467619254276,Sat Feb 22 00:15:02 +0000 2020,https://twitter.com/TheTerraRysing/statuses/1231009467619254276,well hello free cyaron scout blessed get sticker/stronger time travel ruby idolize cheerleader chika without using ur sticker new perfect happy lt 3,WELL HELLO FREE CYARON SCOUT ! I am blessed. I can get a sticker/stronger Time Travel Ruby. I can idolize Cheerleader Chika without using a UR sticker. I have a new You. This is PERFECT. (@fishinghamlet I'm so happy &lt;3) https://t.co/sK5VPj0suA
ObjectId("5e5072c7160e825aac3e29e5"),happy,1231009467262742528,Sat Feb 22 00:15:02 +0000 2020,https://twitter.com/InsomniacDalek/statuses/1231009467262742528,happy friday found account wow miss show always one favorites simon charming two best chemistry together thank sharing wonderful memories purple_heart blue_heart,@SabineDi63 Happy Friday! Just found your account. Wow how I miss this show. Always one of my favorites. Simon is so charming. These two have the best chemistry together. Thank you for sharing these wonderful memories. 💜💙
ObjectId("5e5072c7160e825aac3e29e6"),happy,1231009465949769728,Sat Feb 22 00:15:02 +0000 2020,https://twitter.com/Sanjana92708069/statuses/1231009465949769728,sometimes 2 let go picture thought life would like amp learn 2 find joy story living..,Sometimes you have 2 let go of the picture of what you thought life would be like &amp; learn 2 find joy in the story you're living..
ObjectId("5e5072c7160e825aac3e29e7"),happy,1231009465886920704,Sat Feb 22 00:15:02 +0000 2020,https://twitter.com/loveyourself30a/statuses/1231009465886920704,yes made us happy home see one especially,@PacificPlazaRec Yes  it made us both very happy here at home to see that one especially!
ObjectId("5e5072c7160e825aac3e29e8"),happy,1231009463856812033,Sat Feb 22 00:15:01 +0000 2020,https://twitter.com/DarkCleit/statuses/1231009463856812033,bro say `` want happy trailer '' got blocked kinda cringe,@Rampo123456 @macawcaw123 bro i was about to say "I just want you both to be happy in your trailer" and i got blocked  kinda cringe
ObjectId("5e5072c7160e825aac3e29e9"),happy,1231009461944213504,Sat Feb 22 00:15:01 +0000 2020,https://twitter.com/AlondraLaOT/statuses/1231009461944213504,happy friday let continue otblackhistory2020 ⁣dr varleisha gibbs ph.d. otd otr/l requires introduction woman beyond inspiring work ethic drive passion beyond evident value adds profession ⁣,Happy Friday!!! Let's continue on with our #OTBlackHistory2020. ⁣Dr. Varleisha Gibbs  Ph.D.  OTD  OTR/L requires no introduction! This woman is beyond inspiring. Her work ethic  drive  and passion is beyond evident in the value she adds to the profession. ⁣ https://t.co/SoxS6fRqLY
