_id,classify,tweetId,timeTweet,tweetUrl,text_cleaned,text_origin
ObjectId("5e5072c7160e825aac3e2ae2"),surprise,1231009581628829696,Sat Feb 22 00:15:29 +0000 2020,https://twitter.com/KooAwesome/statuses/1231009581628829696,well lets hope actually see wins kinda sad hes setting videos kid friendly,@Johnnyr2002 @JomSpoons Well lets hope we can actually see who wins. Kinda sad hes setting his videos to kid friendly.
ObjectId("5e5072c7160e825aac3e2ae3"),surprise,1231009580584402945,Sat Feb 22 00:15:29 +0000 2020,https://twitter.com/Big_Boss_Deku/statuses/1231009580584402945,sad pathetic moronic manchilden also idiots know sonic successful kids movie kids movie always successful r rated movies,@Charalanahzard They are Sad Pathetic moronic manchilden! Also these idiots know that Sonic was successful because it's a kids movie and kids movie are always more successful then R rated movies.
ObjectId("5e5072c7160e825aac3e2ae4"),surprise,1231009580030754818,Sat Feb 22 00:15:29 +0000 2020,https://twitter.com/CreoleBeyonce/statuses/1231009580030754818,right sad tbh seen people go far believing amp parents planning `` scam '' 5 years unbelieveable ridiculous hope knows deal online bullies people mean hell reason,@raisingkx2 @goldxbreezy Right. It's so sad tbh. I've seen people go as far as believing him &amp; his parents have been planning this "scam" for more than 5 years now. It's unbelieveable and ridiculous. I hope he knows how to deal with these online bullies and people being mean as hell for no reason :(
ObjectId("5e5072c7160e825aac3e2ae5"),surprise,1231009578860584960,Sat Feb 22 00:15:29 +0000 2020,https://twitter.com/tonymurabito/statuses/1231009578860584960,first time surprise birthday party sis law mulino ac,@NikkiKaye21 First time for me.  Surprise Birthday party for my sis in law now @Il Mulino AC
ObjectId("5e5072c7160e825aac3e2ae6"),surprise,1231009578550255616,Sat Feb 22 00:15:29 +0000 2020,https://twitter.com/cozynaturereads/statuses/1231009578550255616,sad tired got nothing left give find another life live know get downcast_face_with_sweat,I’ve been so sad and tired I got nothing left to give. I’ll find another life to live. I know that I’ll get over it 😓
ObjectId("5e5072c7160e825aac3e2ae7"),surprise,1231009572854226945,Sat Feb 22 00:15:27 +0000 2020,https://twitter.com/BackhandFrenzy/statuses/1231009572854226945,people accusing quadenbayles 18yo pack cunts way see let happiness life twitter ugly place full sad angry cowards wish dismantle destroy,People accusing  #QuadenBayles of being 18yo are a pack of cunts. The way I see it  so what if he is? Let him have some happiness in life.   Twitter is an ugly place full of sad angry cowards who only wish to dismantle and destroy.
ObjectId("5e5072c7160e825aac3e2ae8"),surprise,1231009571554123777,Sat Feb 22 00:15:27 +0000 2020,https://twitter.com/initialyeeto/statuses/1231009571554123777,sad saturday morning instead friday night stop fun,sad that it's now saturday morning instead of friday night but that don't stop me from having fun https://t.co/tBzRxorTbL
ObjectId("5e5072c7160e825aac3e2ae9"),surprise,1231009569775726593,Sat Feb 22 00:15:27 +0000 2020,https://twitter.com/TerryWRobinson/statuses/1231009569775726593,ladies gentlemen director national intelegence sad dangerous,@MalcolmNance Ladies and gentlemen  your Director of National Intellegence. SAD and dangerous.
ObjectId("5e5072c7160e825aac3e2aea"),surprise,1231009568907497472,Sat Feb 22 00:15:26 +0000 2020,https://twitter.com/BlueJaigEyes/statuses/1231009568907497472,remember sending lfl letter fans expressing sad felt theclonewars cancelled expect response got kind letter return wish could go back tell okay happy back,I remember sending LFL a letter with other fans  expressing how sad we felt about #TheCloneWars being cancelled. Did not expect a response  but we got this kind letter in return. I wish I could go back and tell myself it will all be okay. So happy to have you back  @TheCloneWars! https://t.co/bxFnhvFg8w
ObjectId("5e5072c7160e825aac3e2aeb"),surprise,1231009563723223040,Sat Feb 22 00:15:25 +0000 2020,https://twitter.com/karlpolvos/statuses/1231009563723223040,damn demarcus getting waived bounced around league sad story,damn demarcus getting waived and bounced around in the league. sad story https://t.co/g6g5T9e6Hv
ObjectId("5e5072c7160e825aac3e2aec"),surprise,1231009560850288641,Sat Feb 22 00:15:25 +0000 2020,https://twitter.com/__ayannnn/statuses/1231009560850288641,omg yes.. everytime want siblings suffer did.. legit picked course study cuz face_with_tears_of_joy sometimes caring parental attitude finds way relationship ... .sad,@optimizygood @Alex_Houseof308 Omg yes.. and everytime you just want your siblings to not suffer what you did.. I legit picked my course of study cuz of him😂 And sometimes that over caring parental attitude finds it’s way to your relationship....sad
ObjectId("5e5072c7160e825aac3e2aed"),surprise,1231009559390621696,Sat Feb 22 00:15:24 +0000 2020,https://twitter.com/Iemonkook/statuses/1231009559390621696,imagine fingers taes hair ... pulling hard ... .. ... .. pull surprise fake entire time,imagine your fingers in taes hair... pulling hard..... and then..... you pull it off. surprise. it was fake the entire time
ObjectId("5e5072c7160e825aac3e2aee"),surprise,1231009558262407168,Sat Feb 22 00:15:24 +0000 2020,https://twitter.com/allendoc1/statuses/1231009558262407168,every country financial laws home trump ventures using government investment money wonder country president nobody wants work trump unles payed front surprise surprise,@washingtonpost Every country with few financial laws are home to Trump ventures using their government and investment money wonder why because in his own country of which he's President nobody wants to work with the Trump's unless payed up front SURPRISE SURPRISE
ObjectId("5e5072c7160e825aac3e2aef"),surprise,1231009558207827969,Sat Feb 22 00:15:24 +0000 2020,https://twitter.com/hhhinson/statuses/1231009558207827969,sad overcome know remember conwayvstheworld,@B__ED89 I’m sad for you but you will overcome this I know it! Remember #conwayvstheworld
ObjectId("5e5072c7160e825aac3e2af0"),surprise,1231009558182711296,Sat Feb 22 00:15:24 +0000 2020,https://twitter.com/quirkyadvicebot/statuses/1231009558182711296,ask assistance frustration comes self awareness singing wont solve anything,ask for assistance from the frustration that comes with self awareness. singing wont solve anything.
ObjectId("5e5072c7160e825aac3e2af1"),surprise,1231009556215537664,Sat Feb 22 00:15:23 +0000 2020,https://twitter.com/agknightmom/statuses/1231009556215537664,sarah helped sam surgery nothing wonderful things say sad news cancersucks,Sarah helped Sam after his surgery - he had nothing but wonderful things to say about her - very sad news #cancerSUCKS
ObjectId("5e5072c7160e825aac3e2af2"),surprise,1231009552595767296,Sat Feb 22 00:15:23 +0000 2020,https://twitter.com/akompa18/statuses/1231009552595767296,another thing hate sick nobody wants around making sad,another thing i hate about being sick is that nobody wants to be around me and it’s making me sad
ObjectId("5e5072c7160e825aac3e2af3"),surprise,1231009549739593729,Sat Feb 22 00:15:22 +0000 2020,https://twitter.com/mollyjosephinee/statuses/1231009549739593729,whose puppy got hit m24 intersection leos loudly_crying_face loudly_crying_face sad witnessed someone pick road,Whose puppy got hit on m24 at the intersection by leos??😭😭I'm so sad I just witnessed someone pick it up off the road.
ObjectId("5e5072c7160e825aac3e2af4"),surprise,1231009549181693952,Sat Feb 22 00:15:22 +0000 2020,https://twitter.com/V1X3NS/statuses/1231009549181693952,getting kina sad wan na use he/him pronouns permanently tori might break,Getting kinna sad that if I wanna use he/him pronouns permanently then me and Tori might have to break up https://t.co/MAR7BY7dCZ
ObjectId("5e5072c7160e825aac3e2af5"),surprise,1231009543498403842,Sat Feb 22 00:15:20 +0000 2020,https://twitter.com/Veronic90397697/statuses/1231009543498403842,noble thing days stealing fom pregnant women gone c-section force watch victim.sad enough ex husband signed consent nikafungiwa theatre could make money kidney liver transplant,@NerimaW @transplantedke @NerimaW Its a noble thing but these days they are stealing fom pregnant women whom have gone for c-section by force as you watch. I am a victim.Sad enough my ex husband signed the consent nikafungiwa theatre just so he could make money with my kidney and liver #transplant
ObjectId("5e5072c7160e825aac3e2af6"),surprise,1231009542001000449,Sat Feb 22 00:15:20 +0000 2020,https://twitter.com/golopwetanzya69/statuses/1231009542001000449,nothing sad death illusion arthur koestler february 22 2020 02 15am,Nothing is more sad than the death of an illusion. Arthur Koestler February 22  2020 at 02:15AM
ObjectId("5e5072c7160e825aac3e2af7"),surprise,1231009541543821312,Sat Feb 22 00:15:20 +0000 2020,https://twitter.com/albaraa_othman/statuses/1231009541543821312,last sunday- today episode amazing one greats good job chris chibnal finally realize surprise surprise good episode written,Me last Sunday- Today’s episode was amazing up there with one of the greats good job to Chris Chibnall Finally!!!  To then realize surprise surprise the good episode wasn’t written by him.
ObjectId("5e5072c7160e825aac3e2af8"),surprise,1231009538695815168,Sat Feb 22 00:15:19 +0000 2020,https://twitter.com/NachoPe63331167/statuses/1231009538695815168,sad really lack natural selection attribute dumbing america,@Barnes_Law It's sad. It really is. The lack of natural selection is what I attribute it to. The dumbing of America.
ObjectId("5e5072c7160e825aac3e2af9"),surprise,1231009537827602433,Sat Feb 22 00:15:19 +0000 2020,https://twitter.com/SarahMartinez50/statuses/1231009537827602433,know post partum hairs falling chunks always fucking sad,I don’t know if this is post partum but my hairs falling out in chunks and I’m always fucking sad
ObjectId("5e5072c7160e825aac3e2afa"),surprise,1231009533989965825,Sat Feb 22 00:15:18 +0000 2020,https://twitter.com/NedaMaze/statuses/1231009533989965825,exactly wtf designer clothes bullied living disability unamused_face act like cheerleader make captain sounding kid like bish expresionles_face beyond sad stop embarrassing,Exactly wtf do designer clothes has to do with being bullied or living with a disability😒you act like a cheerleader that didn’t make captain. Sounding off on this kid like a bissshhh😑it’s beyond sad. Stop it your embarrassing yourself https://t.co/ip8WmCSFqb
ObjectId("5e5072c7160e825aac3e2afb"),surprise,1231009532773568513,Sat Feb 22 00:15:18 +0000 2020,https://twitter.com/DaLaFlame/statuses/1231009532773568513,crashed car two years ago gained much weight cuz sad 176 stay gym life good na mean,When I crashed my car two years ago  I gained so much weight cuz I was so sad. Now I’m 176 and stay in the gym. Life is good na mean?
ObjectId("5e5072c7160e825aac3e2afc"),surprise,1231009525043515394,Sat Feb 22 00:15:16 +0000 2020,https://twitter.com/tipsyqypsy/statuses/1231009525043515394,boyfriend threw whole ass surprise birthday party people mean loudly_crying_face red_heart,My boyfriend threw me a whole ass surprise birthday party with the people that mean the most to me😭❤️
ObjectId("5e5072c7160e825aac3e2afd"),surprise,1231009523424382976,Sat Feb 22 00:15:16 +0000 2020,https://twitter.com/Chameelia/statuses/1231009523424382976,love people love people admit difficult watch crowd filled hate someone different point view sad literally breaks hear see wg1wga,I love people - I love ALL people. I have to admit  these are so difficult for me to watch because this crowd is so filled with hate for someone that has a different point of view.   This is so sad for me. It literally breaks my hear to see. #WWG1WGA https://t.co/UkCXBPvHhA
ObjectId("5e5072c7160e825aac3e2afe"),surprise,1231009523399348224,Sat Feb 22 00:15:16 +0000 2020,https://twitter.com/DuckDuckkGoose/statuses/1231009523399348224,son gay done sad,If my son was gay and after I was done being sad about it https://t.co/hPuhBjTM6R
ObjectId("5e5072c7160e825aac3e2aff"),surprise,1231009523042865154,Sat Feb 22 00:15:16 +0000 2020,https://twitter.com/Nymphomachy/statuses/1231009523042865154,mean every decent person country survivor one serious collective traumas living memory surprise anyone act like days naturally talk like would cut bitch bad take carceral state,@stellas2ndact I mean every decent person in this country is a survivor of one of the most serious collective traumas in living memory and it shouldn't surprise anyone that we all act like it these days  Naturally  we talk like we'd cut a bitch over their bad take on the carceral state
ObjectId("5e5072c7160e825aac3e2b00"),surprise,1231009521914404864,Sat Feb 22 00:15:15 +0000 2020,https://twitter.com/Sebastian10687/statuses/1231009521914404864,sad dudes trying get ring bad ... ..,@SportsCenter @ramonashelburne @wojespn That’s sad dudes been trying to get a ring so bad..... https://t.co/pjoxjhUkxQ
ObjectId("5e5072c7160e825aac3e2b01"),surprise,1231009521432006656,Sat Feb 22 00:15:15 +0000 2020,https://twitter.com/hamesatron/statuses/1231009521432006656,shout roommate listen aimlessly play 4 sad spanish guitar songs every day,shout out to my roommate who has to listen to me aimlessly play the same 4 sad spanish guitar songs every day
ObjectId("5e5072c7160e825aac3e2b02"),surprise,1231009520501116928,Sat Feb 22 00:15:15 +0000 2020,https://twitter.com/MaryLizAng/statuses/1231009520501116928,daddy loved birds sad reminder always trying get come see birds never time avoided alcoholic took pictures everything died trying get alcohol overs,@ChristinePolon1 My daddy loved those birds!  A sad reminder for me.  He was always trying to get me to come over and see the birds.  I never had time for him.  Avoided him because he was an alcoholic.  He took pictures and everything. Then he died from trying to get off the alcohol.  No do overs
ObjectId("5e5072c7160e825aac3e2b03"),surprise,1231009517565095936,Sat Feb 22 00:15:14 +0000 2020,https://twitter.com/myeager0002/statuses/1231009517565095936,kentucky trending upward direction surprise everyone,@jakefromky Kentucky is trending in a upward direction. Will surprise everyone again.
ObjectId("5e5072c7160e825aac3e2b04"),surprise,1231009516034154497,Sat Feb 22 00:15:14 +0000 2020,https://twitter.com/CFL68/statuses/1231009516034154497,lol yeah bernie really russian agent come pl stop stupid course deliberately disingenuous sad state affairs,@lindyli LOL yeah Bernie is really a Russian agent.  Come on ppl. Stop being so stupid.  But of course you are being deliberately disingenuous.  What a sad state of affairs.
ObjectId("5e5072c7160e825aac3e2b05"),surprise,1231009514847002625,Sat Feb 22 00:15:14 +0000 2020,https://twitter.com/heidipiper/statuses/1231009514847002625,wonderful catch yesterday gold coast campus honours college alumnus surprise achieving amazing things,Wonderful to catch up yesterday on the Gold Coast campus with @griffithalumni and Honours College alumnus @eliseagiles. No surprise that she’s achieving amazing things with @Asialink_au https://t.co/kL8dRCDkiM
ObjectId("5e5072c7160e825aac3e2b06"),surprise,1231009514066862080,Sat Feb 22 00:15:13 +0000 2020,https://twitter.com/ChinaAmerican/statuses/1231009514066862080,comes surprise lived sanctuary city obama president environment hate enmity americans unbearable realize much bigger i. preconceived political scheme invasion hate,@M2Madness @Qanon76 All this comes as a surprise to me. When I lived in the Sanctuary City  when Obama was President  it was an environment of hate. The enmity against Americans was unbearable. Now I realize it was so much bigger than I. It's a preconceived political scheme of invasion an hate.
ObjectId("5e5072c7160e825aac3e2b07"),surprise,1231009511479091201,Sat Feb 22 00:15:13 +0000 2020,https://twitter.com/KINGLEKWENE/statuses/1231009511479091201,damn ... thinking_face face_with_roling_eyes smirking_face pensive_face man_gesturing_OK sad sad indeed black child always last,@Mmaps_ThePro Damn... 🤔 🙄 😏 😔 🙆‍♂️ This is just sad  very sad indeed. The black child will always be last.
ObjectId("5e5072c7160e825aac3e2b08"),surprise,1231009511026176001,Sat Feb 22 00:15:13 +0000 2020,https://twitter.com/captainbluehour/statuses/1231009511026176001,nl felt sad blathers would say would love collection afford pensive_face wanted give things collected pensive_face option pensive_face,In NL I felt so sad Blathers would say he would love to have his own collection but can’t afford it😔 I wanted to give him all the things I collected😔 but there was no option for that😔 https://t.co/buQ5QvmT0q
ObjectId("5e5072c7160e825aac3e2b09"),surprise,1231009509453246465,Sat Feb 22 00:15:12 +0000 2020,https://twitter.com/Ocean_handrail/statuses/1231009509453246465,rocky v rte reminded sad story tomy gun,Rocky V on RTE now. Reminded of the sad story of Tommy Gunn. https://t.co/BRkydP8uck
ObjectId("5e5072c7160e825aac3e2b0a"),surprise,1231009508966707201,Sat Feb 22 00:15:12 +0000 2020,https://twitter.com/1_lot_hero/statuses/1231009508966707201,say real fed chair would 30y 1 years ago raised rates w/ quantitative tightening far amp fast sad,All I can say is if we only had a real Fed Chair we would have had the 30y under 1% years ago. Raised rates w/ quantitative tightening too far &amp; too fast. SAD.
ObjectId("5e5072c7160e825aac3e2b0b"),surprise,1231009508945793025,Sat Feb 22 00:15:12 +0000 2020,https://twitter.com/Brendaaa_Ruiz/statuses/1231009508945793025,sad home 1 day seeing best friend gon na handle graduation pleading_face,I’m sad being home 1 day and not seeing my best friend how am I gonna handle graduation 🥺 https://t.co/dOBlc3KRD3
ObjectId("5e5072c7160e825aac3e2b0c"),surprise,1231009506668269570,Sat Feb 22 00:15:12 +0000 2020,https://twitter.com/daartkidalan/statuses/1231009506668269570,listening group therapy bc listen class course first song one new favs woma smiling_face_with_heart-eyes hela sad gon na miss live loudly_crying_face,Just now listening to Group Therapy bc i can’t listen to it in class.  Of course the first song is one of my new favs Womaa 😍  Hella sad I’m gonna miss it live 😭
ObjectId("5e5072c7160e825aac3e2b0d"),surprise,1231009505514835974,Sat Feb 22 00:15:11 +0000 2020,https://twitter.com/BJHeal/statuses/1231009505514835974,sad honestly sad deserve much better cuomo insanity,Sad. Honestly so sad. We all deserve so much better than Cuomo and his insanity. https://t.co/DGBJlnAcmx
ObjectId("5e5072c7160e825aac3e2b0e"),surprise,1231009503035957249,Sat Feb 22 00:15:11 +0000 2020,https://twitter.com/ImTmom/statuses/1231009503035957249,would totally make judgement based picture sure “ popular ” opinion pictures show less stellar parenting sad,@_NiklasCRAYge_ @GKeile @melanieg_00 @Cernovich I would totally make a judgement based on the picture. I’m sure it won’t be the “popular” opinion  but those pictures show less than stellar parenting and it’s sad.
ObjectId("5e5072c7160e825aac3e2b0f"),surprise,1231009496333352960,Sat Feb 22 00:15:09 +0000 2020,https://twitter.com/RobbertRoo/statuses/1231009496333352960,asians work notice weight gain sad adorable funny time xd,All the Asians at work notice my weight gain and it’s sad and adorable and funny at the same time XD
ObjectId("5e5072c7160e825aac3e2b10"),surprise,1231009494509006850,Sat Feb 22 00:15:09 +0000 2020,https://twitter.com/OneOnOne1162/statuses/1231009494509006850,talking time spend staring screen waiting computer something sure frustration stress causes shaves additional weeks months life,And I'm just talking about the time I spend just staring at the screen waiting for my computer to do something. I'm sure that the frustration and stress that causes shaves additional weeks or months off my life. https://t.co/q9FFjgQnnI
ObjectId("5e5072c7160e825aac3e2b11"),surprise,1231009493317648388,Sat Feb 22 00:15:08 +0000 2020,https://twitter.com/TheLef_Brain/statuses/1231009493317648388,correct totally taken sad hoax next time genuine victim comes along nobody believe,If correct  I was totally taken in. Sad if it’s a hoax because next time a genuine victim comes along  nobody will believe it. https://t.co/d9UVALXeam
ObjectId("5e5072c7160e825aac3e2b12"),surprise,1231009492307005442,Sat Feb 22 00:15:08 +0000 2020,https://twitter.com/Jekelena/statuses/1231009492307005442,⁦AT_USER btw actually 9. sad getting exposed bullying bigger scale time,⁦@precious_chee⁩ btw he’s actually 9. It’s sad that he’s getting exposed to more bullying and on a bigger scale this time. https://t.co/7c1iE5xenJ
ObjectId("5e5072c7160e825aac3e2b13"),surprise,1231009490826231808,Sat Feb 22 00:15:08 +0000 2020,https://twitter.com/andreadoris_/statuses/1231009490826231808,trying get pregnant 6-8 months now.. amp makes sad see girls even appreciate babys .. know ill great mom frowning_face red_heart soon ...,I have been trying to get pregnant for about 6-8 Months now.. &amp; it makes me sad to see some girls not even appreciate their babys .. i know ill be a great mom ☹️❤️ soon... https://t.co/txY60I1o4B
ObjectId("5e5072c7160e825aac3e2b14"),surprise,1231009489719119873,Sat Feb 22 00:15:08 +0000 2020,https://twitter.com/Odell_L_Coleman/statuses/1231009489719119873,honestly feel bad cousins tell almost every game bench wanted play bad sad,@Sha___Ri I honestly feel bad for cousins you can tell from him being at almost every game on the bench that he wanted to play bad it’s sad.
ObjectId("5e5072c7160e825aac3e2b15"),surprise,1231009481305272320,Sat Feb 22 00:15:06 +0000 2020,https://twitter.com/ReadingSusan/statuses/1231009481305272320,finished vampire diaries took lot years yes cry last episode actually super sad,I finished Vampire Diaries. That took me a lot of years. And yes I did cry on the last episode. It was actually super sad. https://t.co/DE7T02RpQG
ObjectId("5e5072c7160e825aac3e2b16"),surprise,1231009478218137600,Sat Feb 22 00:15:05 +0000 2020,https://twitter.com/JoshVigil/statuses/1231009478218137600,damn feel sad boogie talking highly lakers saying wanted clippers smoke wish best future team lakers,Damn I feel sad for Boogie. He was just talking so highly of the Lakers and saying he wanted all the Clippers smoke. I wish him the best on his future team. #Lakers
ObjectId("5e5072c7160e825aac3e2b17"),surprise,1231009476997779456,Sat Feb 22 00:15:05 +0000 2020,https://twitter.com/alnada5_/statuses/1231009476997779456,im like um sad maybe sad um fuking sad really know,Im like ummmmm so sad?? Maybe too sad? Or ummmmmmm SO FUKING SAD? I don’t really know
ObjectId("5e5072c7160e825aac3e2b18"),surprise,1231009474250342400,Sat Feb 22 00:15:04 +0000 2020,https://twitter.com/IMLOHV/statuses/1231009474250342400,heard songs aside really good esp jk solo part face_with_open_mouth excited hear rest map_of_the_soul_7,I haven't heard the other songs aside from ON which was really good esp. JK solo part. 😮 I'm excited to hear the resttt #MAP_OF_THE__SOUL_7
ObjectId("5e5072c7160e825aac3e2b19"),surprise,1231009472023273472,Sat Feb 22 00:15:03 +0000 2020,https://twitter.com/mysti_mm/statuses/1231009472023273472,yes baby something woman yes sad 3rd boy completely normal mean sad mommas lost little one get pregnant love kids everything amp emotions ——,Yes I’m having a baby  something some woman cannot have. Yes I’m sad about having a 3rd boy  it’s completely normal. But it’s doesn’t mean I’m not sad for those mommas who have lost a little one  or cannot get pregnant. I love my kids with everything &amp; with all the emotions ——
ObjectId("5e5072c7160e825aac3e2b1a"),surprise,1231009471448723458,Sat Feb 22 00:15:03 +0000 2020,https://twitter.com/VonnyQuest/statuses/1231009471448723458,sad boogie went max player best big league 1 year vet minimum guy rotting bench,It’s sad Boogie went from a max player best big in the league. To a 1 year vet minimum guy rotting on a bench.
ObjectId("5e5072c7160e825aac3e2b1b"),surprise,1231009470735699969,Sat Feb 22 00:15:03 +0000 2020,https://twitter.com/CONSCIOUSBEATS8/statuses/1231009470735699969,“ tune sad best ireland melancholy lovely lover tears. ” ―nora roberts,“The tune was sad  as the best of Ireland was  melancholy and lovely as a lover's tears.”―Nora Roberts
ObjectId("5e5072c7160e825aac3e2b1c"),surprise,1231009467526983681,Sat Feb 22 00:15:02 +0000 2020,https://twitter.com/Sleepless_Matt/statuses/1231009467526983681,guy makes chris chan documentary successful patreon page chris chan kinda sad,The guy who makes the Chris Chan documentary has a more successful Patreon page than Chris Chan herself.  Kinda sad.
ObjectId("5e5072c7160e825aac3e2b1d"),surprise,1231009466302136320,Sat Feb 22 00:15:02 +0000 2020,https://twitter.com/Alex_s47/statuses/1231009466302136320,worst part idiots complaining fake probably even ones donated lmao kid gets bullied real life got ta put social media bc bunch dumbasses sad,The worst part is the idiots complaining it was fake probably ain’t even the ones that donated lmao . Kid gets bullied in real life and now he gotta put up with it through social media bc of a bunch of dumbasses . How sad https://t.co/cfW5lxMvHE
ObjectId("5e5072c7160e825aac3e2b1e"),surprise,1231009465572265985,Sat Feb 22 00:15:02 +0000 2020,https://twitter.com/arcticstripes/statuses/1231009465572265985,bourne identity woods hang cyst separate ever deadly element surprise,@lookslikeanf the bourne identity  she does the woods hang the cyst  separate and ever deadly  the element of surprise
